booking_id,number_of_nights,date_check_in,date_check_out,total_price,user_id
1592,3,2016-11-19,2016-11-22,342.0,77827858
1593,1,2016-11-24,2016-11-25,114.0,508566
1594,5,2016-11-23,2016-11-28,570.0,1836617
1595,3,2016-12-20,2016-12-23,342.0,5918969
1596,5,2016-12-28,2017-01-02,570.0,418072
1597,3,2017-01-04,2017-01-07,342.0,47451792
1598,1,2017-01-23,2017-01-24,114.0,1130651
1599,5,2017-01-25,2017-01-30,570.0,4473761
1600,4,2017-02-23,2017-02-27,456.0,3898452
1601,4,2017-03-18,2017-03-22,456.0,2376402
1602,3,2017-03-30,2017-04-02,342.0,5360317
1603,2,2017-04-08,2017-04-10,228.0,1687018
1604,2,2017-04-13,2017-04-15,228.0,30360739
1605,2,2017-04-17,2017-04-19,228.0,67014296
1606,5,2017-04-18,2017-04-23,570.0,47607603
1607,4,2017-04-26,2017-04-30,456.0,1156753
1608,3,2017-05-01,2017-05-04,342.0,97981737
1609,3,2017-05-05,2017-05-08,342.0,15381133
1610,2,2017-05-18,2017-05-20,228.0,6288128
1611,1,2017-05-30,2017-05-31,114.0,50916552
1612,2,2017-06-04,2017-06-06,228.0,30990786
1613,5,2017-06-07,2017-06-12,570.0,6571909
1614,1,2017-06-18,2017-06-19,114.0,600602
1615,5,2017-06-20,2017-06-25,570.0,25965353
1616,1,2017-07-02,2017-07-03,114.0,18730309
1617,2,2017-09-16,2017-09-18,228.0,15221364
1618,3,2017-10-03,2017-10-06,342.0,19699200
1619,4,2017-10-12,2017-10-16,456.0,7973451
1620,1,2017-10-29,2017-10-30,114.0,246597878
1621,5,2017-10-27,2017-11-01,570.0,1743454
1622,2,2017-11-18,2017-11-20,228.0,31255364
1623,2,2017-11-24,2017-11-26,228.0,1151723
1624,1,2017-12-09,2017-12-10,114.0,47443590
1625,4,2017-12-26,2017-12-30,456.0,856707
1626,2,2017-12-31,2018-01-02,228.0,828012
1627,4,2018-04-03,2018-04-07,456.0,333528521
1628,4,2018-04-06,2018-04-10,456.0,1029549
1629,1,2018-04-13,2018-04-14,114.0,57643626
1630,3,2018-04-14,2018-04-17,342.0,2005152
1631,2,2018-04-18,2018-04-20,228.0,9525646
1632,4,2018-04-23,2018-04-27,456.0,189699892
1633,1,2018-04-29,2018-04-30,114.0,6288128
1634,1,2018-05-05,2018-05-06,114.0,15909763
1635,1,2018-05-11,2018-05-12,114.0,89635686
1636,5,2018-06-25,2018-06-30,570.0,4136537
1637,2,2018-07-03,2018-07-05,228.0,660234
1638,1,2018-07-14,2018-07-15,114.0,26594993
1639,5,2018-07-30,2018-08-04,570.0,211890501
1640,1,2018-08-30,2018-08-31,114.0,5950981
1641,2,2018-09-05,2018-09-07,228.0,101894633
1642,1,2018-10-03,2018-10-04,114.0,5382153
1643,4,2018-10-06,2018-10-10,456.0,63513104
1644,5,2018-10-09,2018-10-14,570.0,93141771
1645,5,2018-10-14,2018-10-19,570.0,1891224
1646,3,2018-10-20,2018-10-23,342.0,58902182
1647,4,2018-10-28,2018-11-01,456.0,36436961
1648,5,2018-11-13,2018-11-18,570.0,20964456
1649,4,2018-12-04,2018-12-08,456.0,2550020
1650,3,2018-12-06,2018-12-09,342.0,3734210
1651,2,2018-12-27,2018-12-29,228.0,101894633
1652,2,2019-01-02,2019-01-04,228.0,85653367
1653,3,2019-04-28,2019-05-01,342.0,346588639
1654,3,2019-05-03,2019-05-06,342.0,35880083
1655,5,2019-05-07,2019-05-12,570.0,2519904
1656,5,2019-05-16,2019-05-21,570.0,22633313
1657,1,2019-05-30,2019-05-31,114.0,27909955
1658,4,2019-06-11,2019-06-15,456.0,18680619
1659,2,2019-06-28,2019-06-30,228.0,15459232
1660,5,2019-07-01,2019-07-06,570.0,16457137
1661,3,2019-09-12,2019-09-15,342.0,139433559
1662,5,2019-09-26,2019-10-01,570.0,22194626
1663,1,2019-10-05,2019-10-06,114.0,46773436
1664,1,2019-10-18,2019-10-19,114.0,629319
1665,1,2019-10-21,2019-10-22,114.0,19286882
1666,1,2019-10-23,2019-10-24,114.0,103257917
1667,3,2019-11-02,2019-11-05,342.0,128117143
1668,3,2019-12-06,2019-12-09,342.0,353655
1669,1,2019-12-30,2019-12-31,114.0,132430870
1670,3,2019-12-30,2020-01-02,342.0,17815006
1671,5,2020-01-01,2020-01-06,570.0,6213248
1672,4,2020-01-12,2020-01-16,456.0,1939928
1673,5,2020-02-20,2020-02-25,570.0,20437708
1674,4,2020-02-27,2020-03-02,456.0,9203230
1675,1,2020-03-10,2020-03-11,114.0,4871062
1676,1,2011-05-30,2011-05-31,70.0,3882652
1677,5,2011-05-29,2011-06-03,350.0,115487506
1678,1,2011-06-09,2011-06-10,70.0,11010368
1679,3,2011-06-25,2011-06-28,210.0,12077356
1680,2,2011-06-29,2011-07-01,140.0,33179537
1681,3,2011-07-11,2011-07-14,210.0,5649948
1682,4,2011-07-17,2011-07-21,280.0,47858503
1683,3,2011-07-31,2011-08-03,210.0,133370046
1684,5,2011-08-03,2011-08-08,350.0,189701605
1685,5,2011-08-21,2011-08-26,350.0,59423483
1686,3,2011-09-07,2011-09-10,210.0,1715581
1687,5,2011-09-15,2011-09-20,350.0,1701295
1688,2,2011-11-19,2011-11-21,140.0,56992413
1689,2,2011-12-04,2011-12-06,140.0,32046323
1690,4,2011-12-08,2011-12-12,280.0,428714
1691,5,2012-01-04,2012-01-09,350.0,94027866
1692,2,2012-01-23,2012-01-25,140.0,233841
1693,1,2012-02-05,2012-02-06,70.0,89106916
1694,2,2012-02-11,2012-02-13,140.0,48398877
1695,2,2012-02-17,2012-02-19,140.0,49453368
1696,2,2012-02-21,2012-02-23,140.0,335685
1697,2,2012-02-25,2012-02-27,140.0,87835984
1698,4,2012-04-19,2012-04-23,280.0,40294587
1699,1,2012-05-27,2012-05-28,70.0,6799150
1700,1,2012-06-01,2012-06-02,70.0,4017832
1701,4,2012-06-03,2012-06-07,280.0,2198139
1702,3,2012-06-15,2012-06-18,210.0,939771
1703,2,2012-06-27,2012-06-29,140.0,26667094
1704,3,2012-06-29,2012-07-02,210.0,30578115
1705,5,2012-07-13,2012-07-18,350.0,8647044
1706,4,2012-08-17,2012-08-21,280.0,1565343
1707,5,2012-09-05,2012-09-10,350.0,2061073
1708,1,2012-09-16,2012-09-17,70.0,45713793
1709,1,2012-09-18,2012-09-19,70.0,172968293
1710,4,2013-04-16,2013-04-20,280.0,2595685
1711,4,2013-04-28,2013-05-02,280.0,998960
1712,4,2013-05-03,2013-05-07,280.0,48085541
1713,4,2013-05-27,2013-05-31,280.0,73857356
1714,5,2013-07-09,2013-07-14,350.0,946685
1715,4,2013-07-15,2013-07-19,280.0,227171243
1716,4,2013-09-14,2013-09-18,280.0,59375664
1717,3,2013-09-28,2013-10-01,210.0,34550920
1718,5,2013-10-04,2013-10-09,350.0,118569945
1719,5,2013-10-20,2013-10-25,350.0,23218041
1720,2,2014-04-29,2014-05-01,140.0,63104
1721,1,2014-07-08,2014-07-09,70.0,2689781
1722,2,2015-05-05,2015-05-07,140.0,59015085
1723,4,2015-05-18,2015-05-22,280.0,7054681
1724,2,2015-05-30,2015-06-01,140.0,4707455
1725,1,2015-09-26,2015-09-27,70.0,54175511
1726,2,2015-10-23,2015-10-25,140.0,291163305
1727,2,2015-12-04,2015-12-06,140.0,257648
1728,2,2015-12-10,2015-12-12,140.0,18593645
1729,3,2016-02-05,2016-02-08,210.0,103626313
1730,1,2016-08-25,2016-08-26,70.0,101564968
1731,5,2016-09-01,2016-09-06,350.0,31117287
1732,2,2016-09-11,2016-09-13,140.0,17444591
1733,1,2016-09-24,2016-09-25,70.0,19248632
1734,1,2016-10-13,2016-10-14,70.0,3114697
1735,5,2016-10-12,2016-10-17,350.0,137817419
1736,5,2017-04-11,2017-04-16,350.0,8363038
1737,1,2017-04-24,2017-04-25,70.0,1851303
1738,1,2017-05-15,2017-05-16,70.0,30095505
1739,1,2017-06-23,2017-06-24,70.0,24493179
1740,2,2017-07-08,2017-07-10,140.0,7042137
1741,2,2017-09-09,2017-09-11,140.0,104820868
1742,2,2017-10-27,2017-10-29,140.0,8363038
1743,5,2017-10-31,2017-11-05,350.0,8549475
1744,1,2017-11-18,2017-11-19,70.0,24379554
1745,1,2017-12-03,2017-12-04,70.0,58204096
1746,1,2018-01-01,2018-01-02,70.0,897250
1747,3,2018-02-08,2018-02-11,210.0,6074811
1748,2,2018-03-17,2018-03-19,140.0,1212528
1749,1,2018-05-04,2018-05-05,70.0,35251371
1750,5,2018-05-03,2018-05-08,350.0,45380175
1751,2,2018-05-12,2018-05-14,140.0,3926595
1752,2,2018-05-18,2018-05-20,140.0,21955927
1753,4,2018-07-11,2018-07-15,280.0,35285501
1754,3,2018-09-08,2018-09-11,210.0,31257521
1755,3,2018-09-10,2018-09-13,210.0,26582718
1756,2,2018-09-14,2018-09-16,140.0,15600875
1757,3,2018-11-22,2018-11-25,210.0,405032
1758,5,2019-05-14,2019-05-19,350.0,30696902
1759,1,2019-05-29,2019-05-30,70.0,192307632
1760,3,2019-06-01,2019-06-04,210.0,970154
1761,3,2019-06-06,2019-06-09,210.0,27300492
1762,2,2019-09-28,2019-09-30,140.0,18234942
1763,1,2019-10-05,2019-10-06,70.0,56637172
1764,5,2019-10-08,2019-10-13,350.0,1466005
1765,4,2019-10-30,2019-11-03,280.0,21825531
1766,2,2019-11-22,2019-11-24,140.0,182378169
1767,2,2019-11-29,2019-12-01,140.0,10997805
1768,1,2011-05-06,2011-05-07,45.0,11088700
1769,3,2011-05-17,2011-05-20,135.0,112201664
1770,3,2011-05-22,2011-05-25,135.0,46910088
1771,3,2011-05-25,2011-05-28,135.0,1716948
1772,3,2011-06-01,2011-06-04,135.0,26016584
1773,2,2011-06-04,2011-06-06,90.0,2422896
1774,3,2011-06-06,2011-06-09,135.0,767802
1775,2,2011-06-11,2011-06-13,90.0,24303112
1776,3,2011-06-14,2011-06-17,135.0,7025660
1777,2,2011-06-17,2011-06-19,90.0,3039427
1778,1,2011-06-20,2011-06-21,45.0,22722667
1779,5,2011-06-21,2011-06-26,225.0,25039133
1780,5,2011-06-26,2011-07-01,225.0,46145193
1781,3,2011-06-29,2011-07-02,135.0,89805322
1782,3,2011-07-03,2011-07-06,135.0,28584
1783,1,2011-07-09,2011-07-10,45.0,8023504
1784,3,2011-07-08,2011-07-11,135.0,13991962
1785,4,2011-07-08,2011-07-12,180.0,70150494
1786,1,2011-07-24,2011-07-25,45.0,163248977
1787,3,2011-07-23,2011-07-26,135.0,28629601
1788,5,2011-07-23,2011-07-28,225.0,1666455
1789,2,2011-07-28,2011-07-30,90.0,1091014
1790,1,2011-08-05,2011-08-06,45.0,6288128
1791,4,2011-08-27,2011-08-31,180.0,22073968
1792,1,2011-09-08,2011-09-09,45.0,156946584
1793,1,2011-09-12,2011-09-13,45.0,9338624
1794,4,2011-09-10,2011-09-14,180.0,10269070
1795,2,2011-09-18,2011-09-20,90.0,108618495
1796,4,2011-09-22,2011-09-26,180.0,2855676
1797,5,2011-09-24,2011-09-29,225.0,215624448
1798,3,2011-10-06,2011-10-09,135.0,100660468
1799,4,2011-10-08,2011-10-12,180.0,477923
1800,4,2011-10-10,2011-10-14,180.0,10632525
1801,4,2011-11-11,2011-11-15,180.0,15819629
1802,5,2011-11-26,2011-12-01,225.0,22555125
1803,5,2011-12-06,2011-12-11,225.0,655088
1804,2,2011-12-10,2011-12-12,90.0,46682250
1805,3,2011-12-11,2011-12-14,135.0,51282213
1806,5,2011-12-14,2011-12-19,225.0,3111583
1807,4,2011-12-21,2011-12-25,180.0,14262541
1808,2,2011-12-27,2011-12-29,90.0,36524359
1809,5,2011-12-25,2011-12-30,225.0,1037350
1810,5,2011-12-27,2012-01-01,225.0,4074969
1811,4,2012-01-02,2012-01-06,180.0,163248977
1812,1,2012-01-22,2012-01-23,45.0,30540284
1813,3,2012-02-02,2012-02-05,135.0,7739559
1814,5,2012-02-03,2012-02-08,225.0,6205683
1815,5,2012-02-06,2012-02-11,225.0,49198967
1816,3,2012-02-11,2012-02-14,135.0,175828247
1817,2,2012-02-14,2012-02-16,90.0,4799282
1818,5,2012-02-13,2012-02-18,225.0,9709731
1819,5,2012-02-14,2012-02-19,225.0,1393176
1820,3,2012-02-21,2012-02-24,135.0,197548676
1821,1,2012-02-25,2012-02-26,45.0,99480060
1822,3,2012-02-25,2012-02-28,135.0,2174652
1823,5,2012-02-27,2012-03-03,225.0,82021517
1824,4,2012-03-02,2012-03-06,180.0,42148999
1825,4,2012-03-06,2012-03-10,180.0,23519941
1826,1,2012-03-13,2012-03-14,45.0,193648780
1827,4,2012-03-14,2012-03-18,180.0,20784351
1828,5,2012-03-16,2012-03-21,225.0,832597
1829,5,2012-03-18,2012-03-23,225.0,92177198
1830,2,2012-03-23,2012-03-25,90.0,4281552
1831,1,2012-03-25,2012-03-26,45.0,455774
1832,5,2012-03-23,2012-03-28,225.0,24393367
1833,3,2012-04-02,2012-04-05,135.0,179832
1834,1,2012-04-06,2012-04-07,45.0,21556243
1835,1,2012-04-07,2012-04-08,45.0,6013868
1836,1,2012-04-11,2012-04-12,45.0,1842675
1837,5,2012-04-11,2012-04-16,225.0,18285762
1838,3,2012-04-15,2012-04-18,135.0,5712665
1839,1,2012-04-19,2012-04-20,45.0,1882342
1840,2,2012-04-22,2012-04-24,90.0,4118311
1841,5,2012-04-30,2012-05-05,225.0,4231218
1842,1,2012-05-08,2012-05-09,45.0,851196
1843,4,2012-05-06,2012-05-10,180.0,4854206
1844,1,2012-05-13,2012-05-14,45.0,179073269
1845,1,2012-05-14,2012-05-15,45.0,40799827
1846,5,2012-05-11,2012-05-16,225.0,349112
1847,2,2012-05-19,2012-05-21,90.0,793315
1848,4,2012-05-22,2012-05-26,180.0,29580390
1849,5,2012-05-24,2012-05-29,225.0,118512203
1850,3,2012-06-01,2012-06-04,135.0,310436091
1851,5,2012-06-01,2012-06-06,225.0,202807797
1852,3,2012-06-05,2012-06-08,135.0,151111904
1853,4,2012-06-08,2012-06-12,180.0,1028093
1854,2,2012-06-11,2012-06-13,90.0,16848395
1855,3,2012-06-12,2012-06-15,135.0,20700279
1856,2,2012-06-16,2012-06-18,90.0,36510810
1857,1,2012-06-24,2012-06-25,45.0,32850062
1858,4,2012-06-23,2012-06-27,180.0,112329887
1859,2,2012-06-30,2012-07-02,90.0,79005978
1860,4,2012-07-02,2012-07-06,180.0,29742382
1861,3,2012-07-04,2012-07-07,135.0,19263175
1862,3,2012-07-07,2012-07-10,135.0,190589207
1863,1,2012-07-13,2012-07-14,45.0,37509101
1864,3,2012-07-15,2012-07-18,135.0,157002370
1865,2,2012-07-21,2012-07-23,90.0,78697649
1866,5,2012-07-19,2012-07-24,225.0,4198169
1867,1,2012-07-26,2012-07-27,45.0,23563401
1868,4,2012-07-28,2012-08-01,180.0,4778210
1869,2,2012-08-06,2012-08-08,90.0,172968293
1870,3,2012-08-09,2012-08-12,135.0,13224877
1871,1,2012-08-13,2012-08-14,45.0,2759952
1872,2,2012-08-13,2012-08-15,90.0,10655410
1873,2,2012-09-01,2012-09-03,90.0,24410125
1874,3,2012-09-14,2012-09-17,135.0,75514029
1875,5,2012-09-18,2012-09-23,225.0,757117
1876,4,2012-09-23,2012-09-27,180.0,1277506
1877,4,2012-09-29,2012-10-03,180.0,57606
1878,3,2012-10-02,2012-10-05,135.0,10169235
1879,1,2012-10-05,2012-10-06,45.0,4967875
1880,5,2012-10-07,2012-10-12,225.0,4592743
1881,4,2012-10-09,2012-10-13,180.0,65525502
1882,4,2012-10-10,2012-10-14,180.0,33588192
1883,5,2012-10-22,2012-10-27,225.0,36524359
1884,5,2012-10-25,2012-10-30,225.0,23065657
1885,5,2012-10-27,2012-11-01,225.0,1518748
1886,5,2012-10-31,2012-11-05,225.0,221799
1887,1,2012-11-09,2012-11-10,45.0,44816793
1888,3,2012-11-08,2012-11-11,135.0,3572941
1889,4,2012-11-11,2012-11-15,180.0,1601043
1890,2,2012-11-17,2012-11-19,90.0,19678357
1891,2,2012-11-24,2012-11-26,90.0,690074
1892,2,2012-11-30,2012-12-02,90.0,1367452
1893,5,2012-11-29,2012-12-04,225.0,3979812
1894,2,2012-12-23,2012-12-25,90.0,16026400
1895,5,2012-12-24,2012-12-29,225.0,14156118
1896,4,2012-12-27,2012-12-31,180.0,27042028
1897,1,2012-12-31,2013-01-01,45.0,1690395
1898,3,2013-01-15,2013-01-18,135.0,4094281
1899,3,2013-02-04,2013-02-07,135.0,128895612
1900,1,2013-02-08,2013-02-09,45.0,35217913
1901,2,2013-02-10,2013-02-12,90.0,12957874
1902,4,2013-02-16,2013-02-20,180.0,14482666
1903,4,2013-02-23,2013-02-27,180.0,4031079
1904,4,2013-03-01,2013-03-05,180.0,11795626
1905,1,2013-03-10,2013-03-11,45.0,7685809
1906,4,2013-03-15,2013-03-19,180.0,38746292
1907,1,2013-03-22,2013-03-23,45.0,36886407
1908,3,2013-03-22,2013-03-25,135.0,3654886
1909,2,2013-03-24,2013-03-26,90.0,2864064
1910,3,2013-03-24,2013-03-27,135.0,19495003
1911,5,2013-03-25,2013-03-30,225.0,39727053
1912,5,2013-03-27,2013-04-01,225.0,9806198
1913,1,2013-04-04,2013-04-05,45.0,1263935
1914,5,2013-04-01,2013-04-06,225.0,78130251
1915,5,2013-04-04,2013-04-09,225.0,24084931
1916,3,2013-04-09,2013-04-12,135.0,3374521
1917,2,2013-04-15,2013-04-17,90.0,92789386
1918,3,2013-04-17,2013-04-20,135.0,87835984
1919,4,2013-04-19,2013-04-23,180.0,2932927
1920,1,2013-04-23,2013-04-24,45.0,199871
1921,5,2013-05-04,2013-05-09,225.0,70142473
1922,4,2013-05-09,2013-05-13,180.0,22958962
1923,4,2013-05-13,2013-05-17,180.0,3754630
1924,5,2013-05-16,2013-05-21,225.0,1764757
1925,2,2013-05-21,2013-05-23,90.0,218191274
1926,5,2013-05-24,2013-05-29,225.0,4135826
1927,1,2013-05-31,2013-06-01,45.0,1300909
1928,2,2013-06-08,2013-06-10,90.0,5708742
1929,5,2013-06-06,2013-06-11,225.0,78165554
1930,4,2013-06-16,2013-06-20,180.0,13430825
1931,3,2013-06-20,2013-06-23,135.0,3226238
1932,4,2013-06-21,2013-06-25,180.0,97695261
1933,2,2013-06-24,2013-06-26,90.0,626846
1934,5,2013-06-22,2013-06-27,225.0,63513104
1935,1,2013-06-27,2013-06-28,45.0,17454576
1936,5,2013-06-27,2013-07-02,225.0,36797529
1937,1,2013-07-05,2013-07-06,45.0,152989048
1938,2,2013-07-09,2013-07-11,90.0,50792842
1939,2,2013-07-11,2013-07-13,90.0,40847316
1940,2,2013-07-19,2013-07-21,90.0,68159714
1941,4,2013-07-21,2013-07-25,180.0,59277097
1942,1,2013-07-26,2013-07-27,45.0,84439399
1943,3,2013-07-29,2013-08-01,135.0,37652506
1944,1,2013-08-05,2013-08-06,45.0,34465368
1945,4,2013-08-03,2013-08-07,180.0,119830856
1946,1,2013-08-08,2013-08-09,45.0,4190662
1947,1,2013-08-12,2013-08-13,45.0,74212153
1948,3,2013-08-20,2013-08-23,135.0,131492959
1949,1,2013-08-28,2013-08-29,45.0,263859646
1950,2,2013-08-28,2013-08-30,90.0,2457966
1951,4,2013-08-29,2013-09-02,180.0,3477407
1952,2,2013-09-02,2013-09-04,90.0,5114074
1953,1,2013-09-06,2013-09-07,45.0,13016596
1954,2,2013-09-09,2013-09-11,90.0,11479457
1955,5,2013-09-09,2013-09-14,225.0,95710896
1956,3,2013-09-13,2013-09-16,135.0,36074091
1957,2,2013-09-18,2013-09-20,90.0,5258146
1958,5,2013-09-21,2013-09-26,225.0,46228072
1959,2,2013-09-28,2013-09-30,90.0,34924045
1960,5,2013-09-26,2013-10-01,225.0,3293329
1961,2,2013-10-09,2013-10-11,90.0,121644491
1962,2,2013-10-13,2013-10-15,90.0,9709731
1963,3,2013-10-15,2013-10-18,135.0,2289022
1964,2,2013-10-20,2013-10-22,90.0,36976163
1965,1,2013-10-24,2013-10-25,45.0,10851687
1966,4,2013-10-22,2013-10-26,180.0,20754377
1967,2,2013-10-26,2013-10-28,90.0,55008744
1968,4,2013-11-01,2013-11-05,180.0,2665035
1969,2,2013-11-04,2013-11-06,90.0,35273384
1970,4,2013-11-08,2013-11-12,180.0,4032439
1971,5,2013-11-09,2013-11-14,225.0,1179765
1972,3,2013-11-13,2013-11-16,135.0,32150240
1973,3,2013-11-14,2013-11-17,135.0,2450533
1974,5,2013-11-21,2013-11-26,225.0,25434664
1975,1,2013-11-28,2013-11-29,45.0,52449338
1976,1,2013-11-30,2013-12-01,45.0,108618495
1977,2,2013-12-01,2013-12-03,90.0,43211259
1978,5,2013-11-29,2013-12-04,225.0,19146932
1979,4,2013-12-03,2013-12-07,180.0,277420
1980,1,2013-12-08,2013-12-09,45.0,1596220
1981,3,2013-12-13,2013-12-16,135.0,52592694
1982,5,2013-12-23,2013-12-28,225.0,90533151
1983,2,2013-12-29,2013-12-31,90.0,36799930
1984,5,2014-01-03,2014-01-08,225.0,495849
1985,1,2014-01-22,2014-01-23,45.0,3999341
1986,5,2014-01-23,2014-01-28,225.0,23415860
1987,4,2014-01-30,2014-02-03,180.0,88912786
1988,3,2014-02-07,2014-02-10,135.0,91107645
1989,2,2014-02-12,2014-02-14,90.0,8053070
1990,2,2014-02-15,2014-02-17,90.0,575104
1991,5,2014-02-13,2014-02-18,225.0,67028219
1992,2,2014-02-23,2014-02-25,90.0,42574276
1993,5,2014-02-22,2014-02-27,225.0,6784506
1994,4,2014-02-25,2014-03-01,180.0,47332487
1995,5,2014-02-26,2014-03-03,225.0,53998835
1996,5,2014-02-28,2014-03-05,225.0,816497
1997,1,2014-03-07,2014-03-08,45.0,6980058
1998,1,2014-03-11,2014-03-12,45.0,9285245
1999,4,2014-03-10,2014-03-14,180.0,22525377
2000,2,2014-03-13,2014-03-15,90.0,10092456
2001,5,2014-03-12,2014-03-17,225.0,5823271
2002,4,2014-03-14,2014-03-18,180.0,16133911
2003,4,2014-03-19,2014-03-23,180.0,3021792
2004,1,2014-03-24,2014-03-25,45.0,42418558
2005,5,2014-03-22,2014-03-27,225.0,84384773
2006,4,2014-03-24,2014-03-28,180.0,38760121
2007,3,2014-04-01,2014-04-04,135.0,63081620
2008,3,2014-04-13,2014-04-16,135.0,2378770
2009,2,2014-04-19,2014-04-21,90.0,4362028
2010,1,2014-04-22,2014-04-23,45.0,9633539
2011,5,2014-04-24,2014-04-29,225.0,4122627
2012,1,2014-04-30,2014-05-01,45.0,23572965
2013,1,2014-05-02,2014-05-03,45.0,16895523
2014,5,2014-05-05,2014-05-10,225.0,5618733
2015,5,2014-05-06,2014-05-11,225.0,1456092
2016,1,2014-05-20,2014-05-21,45.0,32395514
2017,5,2014-05-18,2014-05-23,225.0,36348651
2018,5,2014-05-25,2014-05-30,225.0,20615
2019,1,2014-06-10,2014-06-11,45.0,71097889
2020,1,2014-06-11,2014-06-12,45.0,3314228
2021,3,2014-06-13,2014-06-16,135.0,8509577
2022,3,2014-06-22,2014-06-25,135.0,66459958
2023,1,2014-06-27,2014-06-28,45.0,14413566
2024,5,2014-06-28,2014-07-03,225.0,104820868
2025,4,2014-07-04,2014-07-08,180.0,37410663
2026,4,2014-07-08,2014-07-12,180.0,5712606
2027,3,2014-07-13,2014-07-16,135.0,43211259
2028,4,2014-07-13,2014-07-17,180.0,628280
2029,1,2014-07-21,2014-07-22,45.0,2955199
2030,3,2014-07-24,2014-07-27,135.0,114560552
2031,5,2014-07-25,2014-07-30,225.0,248623
2032,5,2014-07-28,2014-08-02,225.0,164484727
2033,2,2014-08-02,2014-08-04,90.0,32186382
2034,1,2014-08-16,2014-08-17,45.0,762655
2035,5,2014-08-18,2014-08-23,225.0,34450248
2036,2,2014-08-22,2014-08-24,90.0,20714103
2037,4,2014-08-22,2014-08-26,180.0,492709
2038,4,2014-08-25,2014-08-29,180.0,19362174
2039,1,2014-09-01,2014-09-02,45.0,110781307
2040,2,2014-09-03,2014-09-05,90.0,1610012
2041,1,2014-09-06,2014-09-07,45.0,17241162
2042,1,2014-09-08,2014-09-09,45.0,59041736
2043,3,2014-09-13,2014-09-16,135.0,40778040
2044,3,2014-09-17,2014-09-20,135.0,1261556
2045,3,2014-09-18,2014-09-21,135.0,3789546
2046,2,2014-09-24,2014-09-26,90.0,65525502
2047,2,2014-09-28,2014-09-30,90.0,21209163
2048,2,2014-09-29,2014-10-01,90.0,4520439
2049,1,2014-10-03,2014-10-04,45.0,62986932
2050,4,2014-10-11,2014-10-15,180.0,183165059
2051,2,2014-10-17,2014-10-19,90.0,13972375
2052,5,2014-10-15,2014-10-20,225.0,1637211
2053,4,2014-10-23,2014-10-27,180.0,11933580
2054,1,2014-11-05,2014-11-06,45.0,14522457
2055,5,2014-11-05,2014-11-10,225.0,247287161
2056,3,2014-11-14,2014-11-17,135.0,7375454
2057,3,2014-11-22,2014-11-25,135.0,22555125
2058,5,2014-11-25,2014-11-30,225.0,1706029
2059,4,2014-11-27,2014-12-01,180.0,4615520
2060,4,2014-12-01,2014-12-05,180.0,53359747
2061,3,2014-12-05,2014-12-08,135.0,16981533
2062,5,2014-12-08,2014-12-13,225.0,5166530
2063,3,2014-12-25,2014-12-28,135.0,36423136
2064,2,2014-12-29,2014-12-31,90.0,10242602
2065,4,2014-12-31,2015-01-04,180.0,1906089
2066,1,2015-01-08,2015-01-09,45.0,527540
2067,2,2015-01-08,2015-01-10,90.0,20274564
2068,1,2015-01-11,2015-01-12,45.0,43172155
2069,3,2015-01-11,2015-01-14,135.0,25006565
2070,3,2015-01-13,2015-01-16,135.0,66906977
2071,3,2015-01-16,2015-01-19,135.0,73912930
2072,4,2015-01-22,2015-01-26,180.0,12183135
2073,2,2015-01-27,2015-01-29,90.0,76009769
2074,5,2015-01-26,2015-01-31,225.0,27459942
2075,5,2015-01-30,2015-02-04,225.0,15482957
2076,5,2015-02-02,2015-02-07,225.0,997191
2077,3,2015-02-10,2015-02-13,135.0,13242037
2078,3,2015-02-13,2015-02-16,135.0,44111445
2079,1,2015-02-16,2015-02-17,45.0,53526
2080,1,2015-02-17,2015-02-18,45.0,129835642
2081,1,2015-02-18,2015-02-19,45.0,22992903
2082,1,2015-02-20,2015-02-21,45.0,2030526
2083,3,2015-02-24,2015-02-27,135.0,5137948
2084,4,2015-02-28,2015-03-04,180.0,128686
2085,1,2015-03-08,2015-03-09,45.0,33577357
2086,2,2015-03-24,2015-03-26,90.0,189699892
2087,4,2015-03-26,2015-03-30,180.0,41663696
2088,3,2015-03-29,2015-04-01,135.0,15860936
2089,4,2015-04-03,2015-04-07,180.0,325772
2090,4,2015-04-04,2015-04-08,180.0,157889207
2091,1,2015-04-17,2015-04-18,45.0,4592743
2092,1,2015-04-18,2015-04-19,45.0,21858935
2093,4,2015-04-18,2015-04-22,180.0,187691380
2094,4,2015-04-22,2015-04-26,180.0,535354
2095,5,2015-04-22,2015-04-27,225.0,24961508
2096,3,2015-04-26,2015-04-29,135.0,220966081
2097,1,2015-05-05,2015-05-06,45.0,1912301
2098,2,2015-05-12,2015-05-14,90.0,36225435
2099,5,2015-05-14,2015-05-19,225.0,6979640
2100,2,2015-05-21,2015-05-23,90.0,8107464
2101,4,2015-05-22,2015-05-26,180.0,209377543
2102,4,2015-05-27,2015-05-31,180.0,180377067
2103,5,2015-05-31,2015-06-05,225.0,90987978
2104,3,2015-06-08,2015-06-11,135.0,41728066
2105,3,2015-06-09,2015-06-12,135.0,4281755
2106,3,2015-06-11,2015-06-14,135.0,148241486
2107,1,2015-06-18,2015-06-19,45.0,5608558
2108,4,2015-06-19,2015-06-23,180.0,159188557
2109,3,2015-06-23,2015-06-26,135.0,24176141
2110,4,2015-06-27,2015-07-01,180.0,123047133
